text,label
use using mothercareuk mothercarehelp again these guys cant get nothing right,anger
do not provoke me to anger,anger
complain all the time and then wonder why people never want to see you you acc rile me up stfuuu,anger
boiling,anger
it on there rule nimber of carpet cleaning furious worsethananatomicbomb accidentlyspillbeeronthecarpet,anger
wallah my blood is boiling i need to take a nap ugh,anger
swear if blocks me i am going to hit her back,anger
i am angry at the student for being a racist and the teacher for not stopping it and at the class for letting it go by,anger
about to block everyone everywhere posting about the storm i think everyone is aware of the damn rain and what not so quit damn rage,anger
just a fuming ball of anger today,anger
did not find out about this till today due to my bff telling me i am so disgusted and offended by this,anger
thanks for saying my wife and i were getting our iphones today and then losing both of them with no eta thanks angry,anger
firstbsa not turning up why am i not surprised late for work again fuming,anger
officers should not have the right to just ishoot human beings without provocation it is wrong n n orconservative michaelaangelad,anger
already,anger
flat party and i instantly get bollocked about it fuming,anger
add tracking but resent them,anger
sheriffclarke foxnewsinsider this man is an affront to our justice system,anger
let snakes in my house i bet it ya boi huck i kill that bugger when i get my hands on him,anger
ummm the blog says with simon stehr faking expect an investigation forthwith this is an outrage,anger
black armed thug with a record carrying gun illegally gets shot by black cop outrage this is a joke let em destroy their town,anger
wakes up and says have you tried changing her nappy rage,anger
needs to tell candice she will be stuck with that shitty pout if the wind changes gbbo,anger
turn that shit off home button under accessibility n nwhen did innovation become mind fuckery iphonephonehome,anger
just love it when people make plans for me without actually including me in this process rage,anger
smh remove ideologically bankrupt and opportunistic establishment now they are burning all bridges and social contracts anger,anger
where is your outrage that your party nominated a lying corrupt person and received donations from nations who support terror,anger
how can you even forget to pick ur fave child up from school offended,anger
get so angry at people that do not know that you do not have a stop sign on francis and you do at foster road rage,anger
they irritate me them and their inch thick made up masks,anger
fucked my coupon that goal,anger
was natalie one of the top three favorites toofaced and bitter,anger
democrats and their voters have zero tolerance for honesty they associate honesty with anger and hate,anger
rage the crookedcourt said rage many times to explain away the brutal killings of petits by hayes amp komisarjevsky,anger
can not we brothers protect one another no one is serious and it makes me furious do not be misled just think of fred mayfield,anger
wakes up and says have you tried changing her nappy,anger
you have had from me over the years is irrelevant its an absolute joke manutd ticketing noloyalty joke notimpressed,anger
hell is breaking loose in charlotte charlotteprotest anger looting,anger
this guy eish that guy brings anger into my life when i see him nje like darkness fills me ramatsobanem will know,anger
had an hour of football practice under the boiling sun and now i have volleyball practice under the boiling sun again,anger
angry,anger
warcraftdevs put so much artefact points into fury and cant raid literally wasted month of my life thanks blizzard,anger
is it suppose to work if you do that wtf dude thanks for pissing me off furious,anger
was angry,anger
feel when you travel miles to pick up a form that arrives in the post two days after you leave fume,anger
congratulations your free month has been activated then charges the same month absolutely furious,anger
harveylevintmz hell hath no fury like a women scorned it is the affair not the parenting,anger
people are canoodling on the quad and i am offended,anger
can definitely feel my irritation today lord give me strength,anger
against chelsea anything is possible haha i am fuming about that bet,anger
you break a record in madden i wish it did not say the same shit after every rush like you just broke the record shutupphilsimms,anger
apparently you are to contact me sofas were meant to be delivered today old ones gone sitting on floor no sofas fuming,anger
have rabid grizzly bears i am going to scatter in neighborhoods all over america n nthey are poor refugees n n inyourneighborhoodnotdc,anger
why dont blm thugs want justice when its black on black gang crime they only rage and cry racism when its a cop,anger
i will be honest i hope that annoying southern bint with the look at me pout goes out this week selasi ftw,anger
help from ups customer service just pushing the buck back and forth and promising callbacks that don t happen loathing,anger
he is stupid i hate him lol bitter,anger
what a joke cut our internet off early by mistake and then do not reinstate it when we no longer need an engineer,anger
puregym yeah i received a fine today which i am furious about currently appealing it after being a member for so long,anger
irritate me,anger
in rage strike those that wish them best rage emotions negative positive wish strike martial arts control believe best hope,anger
black people are still fighting to be recognized as human beings cantsleep,anger
swear if blocks me i am going to hit her back revenge,anger
what a joke cut our internet off early by mistake and then do not reinstate it when we no longer need an engineer fuming,anger
reyesaverie unarmed blacks killed by white cops in that many die every month in chicago wheres the outrage,anger
why does tracking show my equipment delivered when it was not why is my service suddenly delayed we have already weeks,anger
she really need to pout all the time getting on my nerves gbbo,anger
put your fist through your laptops screen if so its time for a new one lmao rage anger hp,anger
maybe also being attacked by tom is rabid fans to whom he amp his clothes were always perfect also put me off him,anger
future big brother players just chase dick all season and you too can win dollars and an sti bitter,anger
nobody in that street burning and looting and terrifying innocent citizens was there either,anger
nothappy and still charging the fullprice fuming some your bestrides,anger
to eat dinner and now i am furious with everything and everyone,anger
girl sitting in front of me is chewing her gum like a cow amp im ready to snap,anger
both are nonsensical if there is injustice against blacks why add to it by destroying black property it is misdirected anger,anger
someone make me a priority list of which things i should be outraged at in which order racism animalrights abortion cops,anger
vodafoneuk wow my bill is and hav a text from u to prove that and you have taken swines con,anger
a fuck boy if you run drag routes back to back in madden,anger
got fever highs ni got boiling blood,anger
donlemon he has bad temperament tantrums hissyfits,anger
can not even right now rage,anger
are people that do not have iphones so bitter about iphones can someone explain,anger
the guy who calls people cuck and is anti blm is offended by idea that he might not be pro policing reform that is amazing,anger
always unhappy and easily offended,anger
shameful display i watched today has left me reeling with so much anger dt i feel like exploding those clowns should watch it,anger
hell is breaking loose in charlotte charlotteprotest looting,anger
you have still got a whole season of wentworth to watch and a stupid cunt in work ruins it for us kirstyga oldcunt,anger
of epicenter is shut down its police all over y all i just burst out in tears this is fucking terrible keithlamontscott,anger
giving a fuck is better than revenge,anger
we about to get shit on by the wrath of winter out of nowhere,anger
why though why did u want to offend americans,anger
reyesaverie unarmed blacks killed by white cops in that many die every month in chicago wheres the,anger
i do not think monalisa has respect for anyone but herself i think she will ruffle a few feathers thejail,anger
i asked for my parcel to be delivered to a pick up store not my address poorcustomerservice,anger
the xbox one s madden bundle would come with a physical copy of madden not a code it is gonna take fucking forever to download lol,anger
donlemon he has bad temperament hissyfits,anger
blood is so bitter for satan to test becouse cleanse by the blood of jesus christ amen,anger
new gun emoji in is not enough to show the anger i have towards a number of things,anger
she is just jealous and a cry baby bitter gladsheisgone crybaby,anger
just wanna know why there is no outrage for black on black crime and no one knows those victims but blm is out to kill cops based on media,anger
angry that gh ruined molly and morgan is bond friendship bitter,anger
radio commentator referred to mauricio pochettino as amopo and i felt a sudden surge of rage,anger
immortalbulldog huh we have a sprint coach we are the slowest team in the comp talk about robbing a living outrage,anger
believe i have only got days off left backtoreality raging,anger
fuming,anger
a break from the wedding to rage at the general stupidity of certain people on the internet,anger
put your fist through your laptops screen if so its time for a new one lmao hp,anger
brother grabbed me in a aggressive manner and as always impetuousfiend threw tantrums like a kid only knowing how to express himself,anger
join btcare they put the phone down on you talk over you and are rude taking money out of my acc willynilly,anger
i assure you there is no laughter but increasing anger at the costs and arrogance of westminster,anger
need a way to escape escape what this corrupted world this reality this joke this fury of constant pain amp stress we need a vacation,anger
love my black people i really really do but my people really do irritate the living hell outta me all cause i am different,anger
not received verification email asked for it to be resent times still nothing,anger
takes minutes to get through to barclaysuk then there is a fault and the call hangs up treatcustomersfairly,anger
no justification for shooting without provocation even if the person has a bad history justification is not the way to go,anger
genuinely think i have anger issues,anger
im honestly offended,anger
is one of the worst players in bb history bbfinale bitter,anger
so annoyed sad youtube is burning itself to the ground,anger
can i tell happy anniversary when u are not happy bitter ampalaya paitpaitanangpeg,anger
paid for chicken at panerabread and did not even get any there goes dollars and me as a customer,anger
forget that cancelled programs to allow them to extend so people could call in and detail their outrage after our behaviour,anger
someone rudely says all women should have long hair and your inner feminist tries not to rage,anger
raging at the changes to cas what a joke,anger
irritate me so much lol,anger
i am waiting for you to figure out i am like from to real quick with the irritation,anger
listen yh do not provoke me cos i will make you cry,anger
parking ticket,anger
apparently you are to contact me sofas were meant to be delivered today old ones gone sitting on floor no sofas,anger
sam yes we have not helpful at all we need this sorting asap you keep promising stuff that does not happen,anger
like the rape apologists who inadvertently make men sound like rabid mindless beasts with friends like these,anger
she got all angry telling me but what would be doing a year old guy looking for a girl like you and i felt offended,anger
mdlmurray shot by black police woman typical looney toon thinking hillary divide chaos,anger
juandeznuts lucidhurricane sex offense happens across all races cultures and creeds amp they should be castrated,anger
realdonaldtrump prudence suggests that a bump over weeks should be viewed with skepticism media hrc axis angry,anger
a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults,anger
that is one thing but attacking and hating is worse that makes us just like the angry vengeful behavior we detest,anger
this shit josh just screenshotted my snap me,anger
someone make me a priority list of which things i should be outraged at in which order outrage racism animalrights abortion cops,anger
pjrvs brianclark true just me spitting venom because i am still bitter with stripe like an old man yelling from his porch,anger
will never watch greys anatomy ever ever ever ever ever again if shonda rimes takes away another og character fuming,anger
wonder what would happen if i were to tell some people the truth savage uhoh angry,anger
will never find someone who loved you like i did and that my love will be my revenge,anger
firstbsa not turning up why am i not surprised late for work again,anger
you be angry which may be the case amp which may be unavoidable see that the sudden excitement does not become sin albertbarnes,anger
ishit does not even begin to describe these fiery little demons straight from hell,anger
am just so bitter today,anger
hillaryclinton her team must draw from a hat for daily personality drugged angry yeller quiet screamer,anger
home to cut grass in the heat all i wanna do is go out to eat somewhere air conditioned pout adultingistheworst,anger
my god uuuugggghhhhhhhhh rage,anger
will never watch greys anatomy ever ever ever ever ever again if shonda rimes takes away another og character,anger
mrscagg specific amp intentional way and part of that intention is to provoke conversation around systemic racism towards blacks,anger
i gave up kendrick lamar to eat barbecue with him bitter,anger
then he said talking about wills uncontrollable animals when moving to another link these comments do not help,anger
sorry i am just angry my drone flew away,anger
id be fuming,anger
shut up hashtags are cool offended,anger
i know you trusted me his words were soft as he ignored the anger and focused on the hurt beneath i know i screwed up,anger
wonder what american city will be next to protest about police shootings who is next smh whenwillitstop howmanymoretimes,anger
mfs so bitter,anger
on holiday for the next round fuming,anger
we miss the fact that burkeramsey swung amp hit his sister jonbenet in the face with a golf club previously out of a fit of anger,anger
the point of voting for trump to push all the pieces off the board game like an angry toddler wreck everything for everybody,anger
if you aggravate me constantly byeeeeeeee,anger
rip to the of black men women children killed in chicago where is the outrage,anger
this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l,anger
your children as discipline because you are being quite a raging hypocrite if you are not,anger
im so bitter i just i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like gt,anger
what king says does not matter the fact he came w psycho don is by far more of an affront,anger
bloody right,anger
have so much hw tonight im offended,anger
hello i am your first born you must always laugh at my jokes offended,anger
outrage has passed and has been replaced by a mute fatalistic acceptance of the current situation fatalism,anger
wee pop socks on and they keep falling off inside my shoes,anger
apparently he is supposed to have a scottish accent i am offended,anger
to conduct attacks against israel intended to provoke a reaction that would further inflame feeling within the islamic world,anger
frequencies janieck devy reality gestort aber geil remix is raging at shoutdrive,anger
what i miss outrage,anger
it is eye for eye indian army never forgives never forgets they always take revenge pakistan breaks laws i a follows,anger
juror ever michelle you were nicole is biggest threat,anger
seeing a man with a scowl on his face walking with a protein shaker clenching his fists i immediately stop n suck his dick,anger
people irritate me,anger
it before and i will say it now america is really fortunate that black people only want equality and not revenge,anger
or wrath is an intense emotional response,anger
oliverdarcy aa have the right of passage when it comes to the n word why should he insult him in his church ignorant,anger
we let that in id be fuming poor keeping,anger
yeah i have only seen that floated online as a theory it was probably made up by a bitter stan i ignore pets v vets crap too,anger
when the east wind blue in summer in durban s africa we still surfed and got stung badly must be carefull a sting can harm you,anger
waynehaselden everyone is against wigan because we are the biggest club bitter,anger
it was a perfect illusion but at least now i know what it was angry ladygaga iscalming mysoul,anger
amp her pout are getting right on my tits gbbo,anger
gordon brown has been accused of abusing a gazillion rabid parrots,anger
for non maghrebi poc to stop buying couscous from white grocery stores and boiling it that is not couscous that is trash,anger
just assumed i wanted their free magazines offended,anger
there is a kid on my snap chat from la amp they get high off helium gas lmao i am like why the fuck lol,anger
notoday is proceedings and the entire process is an insult to our constituents,anger
zombiecalorie i am sensing a theme here tho lol angry,anger
flat party and i instantly get bollocked about it,anger
more like every color looks the same triggered colorblind offended,anger
than straight people even the arse straight guys who think that means a threesome is fine,anger
jbouie damonlinker yes it is bad to point out racism lest it provoke the racists some racists do indeed not like it,anger
jrzy boy this is about him being left off because they wanted to play a heavier game we needed his offense tho amongst others,anger
leafyishere i am offended,anger
hello nthe bigger the bully the more crocodile tears bullies always act like offended victims,anger
irishtimes irish citizens boiling drinking water in leaves one foot firmly in the bog,anger
pout is gonna take someone eye out mate gbbo,anger
always had a weird grudge against stingrays ever since one killed steve irwin,anger
why you gotta use the dark skin emoji offended,anger
not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger
really really resent having to go to bed at a sensible hour you guys i want to talk to my people,anger
incentivise people to roam the internet being morally offended as if they did not do it enough already,anger
to be that person but i get bitter seeing some ravi stans,anger
amen nothing personal mate just tired of all of the complaining from our fans it is been a relentless tirade of misery,anger
is one of the worst players in bb history bbfinale,anger
indians it is hard to swallow this but for once try to swallow this bitter pill that is pakistan is number one in test cricket,anger
little nose irritation and a little more chills on my body i am so not into flu into flu into flu fallsongs,anger
am real sjw i will not let america down ni have found us now go and get us ni let it out and i let it in ni rage i lol n sergiosarzedo,anger
blind to existential fury,anger
irritate me,anger
sippin hotchocolate wondering why i finally gave in haha hellloooootwitter its because facebookisforfamily rage,anger
what they should be doing is directing their anger to the thieves in government corruption feesmustfall,anger
a new outlet for rage,anger
timid but determined version of the rabid beasts beyond the land growling beneath my restrained breath i rip myself,anger
not used to pretty girls that use curse words to express their anger i just feel like i am a little bit surprised and turned off as well,anger
huff puff,anger
hath not fury like a hamstring cramp ouch,anger
be arsed with my sister sometimes she controls the tv of the time and when i watch one thing she gets in a huff,anger
it is the first expac since wrath that feels like a proper evolution of the game for me,anger
what happened to the suicide tweet it was a joke obviously how could that offend anyone,anger
relentless echo chamber negative comments with lots of reverb typical bully behavior,anger
you find out the initiative is not even a thing revenge,anger
jojo at and not midnight lets rage wryyyyyy,anger
happily be rude to people who personally insult me unprovoked they deserve it just as good people deserve respect,anger
leave your spine with a frown,anger
on let is make em hate make em pout they face,anger
reading prisoners of hate by aaron beck anger,anger
snap meee,anger
resent,anger
angry that gh ruined molly and morgan is bond friendship,anger
i resent all men in some way for some or no reason at all esinscountdown,anger
i accidetly dumped boiling water my myself,anger
smh remove ideologically bankrupt and opportunistic establishment now they are burning all bridges and social contracts,anger
he is stupid i hate him lol,anger
make a decision when you are angry gt lt and never make a promis when you are happy,anger
both trump king are relentless self promoters who do not give a rip about anyone else a perfect match for both donalds,anger
strangefacesla i cancelled by cbs all access live feeds before jc even said vic won afp paul should have won imo bitter,anger
clmazin i was so looking forward to abcdesignated then it opened with a stuartspecial i literally yelled at my tv umbrage,anger
do not get what point is made when reporting on charlotte looting cnnashleigh why not explore what looting businesses symbolizes outrage,anger
taking out his feelings on kei unfairly his lips form a frown as he tries to walk away,anger
i have left it for my dad to deal with my work is done as soon as it is felt the wrath of my slipper,anger
it on there rule nimber of carpet cleaning worsethananatomicbomb accidentlyspillbeeronthecarpet,anger
yikes the wrath of maddie,anger
trillsmith you think i came back to twitter and not ruffle a few bushes tuh,anger
markiplier is that an insult sounds like a job well done it is red so it is done the job it was suppose to do justsaying,anger
adamrowe insult slutfaceshlongnugget,anger
need some to help with my anger,anger
never bring back meech and bridgette crying because someone looks at you ugh and bridgette bitter,anger
folks sorry if anything offensive got posted on here yesterday my account got hacked all fixed now though i hope annoyed,anger
it is time to remove cb from the team somehow screw it rip the band aid off it will sting for a bit but everyone will get over it,anger
unfortunately it will not end there followers of whichever candidate is not elected will throw tantrums no winning this elec,anger
hillaryclinton her team must draw from a hat for daily personality drugged yeller quiet screamer,anger
standing pout face aggravates me every week,anger
i really broke young bull hurt u can tell by how bitter and mad he is,anger
yuuuhh plus clin ep and prevmed ugghhh hahaha bitter,anger
any time a man who got paid to throw temper tantrums speaks up you gotta listen,anger
if he heard my thought on the ether my ex has just posted facebook pic of himself snuggling up with said cats now im just angry,anger
provoke me after letting me down,anger
never be a angry drunk lol yall weirdos just enjoy your time,anger
we still have deaths road rage amp violations on the road despite a widely accepted concept of personal accountability while driving,anger
have a rage rage ep coming out soon i will keep you posted on it youtube youtubegaming rage,anger
officials expressed frustration and outrage over the obama hillary administration s support of the muslim brotherhood,anger
sharif is getting more funnier than day by day laughter challenge kashmir baloch,joy
sharif is getting more funnier than day by day challenge kashmir baloch,joy
love my family so much lucky grateful smartassfamily love,joy
love my family so much lucky grateful smartassfamily hilarious love,joy
liking the optimism,joy
buryprofs dittobistro it was indeed lovely and the team were incredibly attentive and on the ball cheese was a lively gesture,joy
londonnpc you are welcome wordgeek nalso good to put a face to the twitter feed even if it was only a cheery hello,joy
cx most often does not require all that much smile care relate and be helpful thanks lakis court hotel in cyprus,joy
turn in two weeks i am so happy was my darkest year yet i am elated that i survived,joy
indymn i thought the holidays could not get any more cheerful and then i met you thenicebot,joy
for that nice breezy calm sunshine weather autumn,joy
gets better without explanation you just wake up one morning and you re just happy totally and utterly elated,joy
that was hilarious msheatherbates pattonoswalt chrishansen anthonyweiner nyc,joy
reminds me of one of the cheerful witches that looks after aurora in disney s sleeping beauty gbbo,joy
thank you so much for coming to detroit i am going to sob joyful rainbows now brb,joy
far ours greet have raised for hgatchristmas with more to come in sparkling cllrjohnfox,joy
day is what you make of it goals challenges business goals success photographer photography thursdaythoughts,joy
hobbitday nhobbit is give gifts on their birthdays so i am sharing the gift of glee today find something that makes you happy,joy
mick nods i would like that he went back to his food smiling as he finished it,joy
absolutely in love with laurie hernandez she is so adorable and is always so cheerful,joy
he gives a gleeful squeak and wraps around you all mine,joy
we give cheerfully and accept gratefully everyone is blessed maya angelou,joy
new day to live and smile hope all the followers a nice night or day d,joy
peers down at you eyes crinkling with mirth and affection i do love ye so my bonnie belle,joy
gorddownie thehipdotcom it would be tragicallyhip if they can help toysforasmile make hospitalized sick kids smile,joy
great minds think alike rejoice,joy
a thin lipped smile graced glossed lips as she let blues peer over at the woman a constant delight as always,joy
was joyous worried i would be disappointed most definitely was not chickflick giggles comethefuckonbridget,joy
lmao is it that iso slutty hater girl that video was hilarious,joy
good optimism sir,joy
of levity on the baby i want isis give me isis nmom shh nbaby i want isis nwest indian woman she wants what nmom ices,joy
starting my new challenge a glee poll every day,joy
valley wins home competitive cheer invite with a score of dell rapids second at,joy
gives me such an exhilarating feeling i love helping people,joy
hey there phil glutting thank you for following us it is appreciated smile,joy
hey there phil glutting thank you for following us it is appreciated,joy
feels good to get outside for a minute and get some fresh air it is hard to stay cooped up inside all day breezy,joy
feels good to get outside for a minute and get some fresh air it is hard to stay cooped up inside all day,joy
hearty jonza to all my friends and follower,joy
ball watching amp rojo would header was equally dreadful,sadness
season is all i am looking for at this point depressing royals,sadness
i want to do is watch some netflix but i am stuck here in class depressing,sadness
does not possess enough power to deliver you from your affliction,sadness
it was dreadful even after he met the catfish he still thought it was her,sadness
this uni reveal is so depressing i miss stingrays,sadness
just watched me before you and it was seriously one of the most depressing movies of my life,sadness
donaldjtrumpjr is that really all you can offer for those who sacrifice daily to keep you safe kayleighmcenany sad,sadness
hedgehogdylan she would frown a bit folding her arms why is it that every time i am in need of assistance someone expects a lil,sadness
feel like an appendix i do not have a purpose depressed alone lonely broken cry hurt crying life,sadness
angelina jolie can not keep a man no one can today we mourn because love is dead,sadness
you are a thief and a liberal mope investigated by the financial services board for theft of govt retirement funds thief,sadness
shit hurting my heart that is how serious it is,sadness
world has some serious issues we should all go to therapy,sadness
what are you listen to these days nbogum these days i feel gloomy i listen to ccm spiritual song often n nchurch oppa mode,sadness
feel like we lost a family member,sadness
life went from happy to unhappy,sadness
but chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue mhchat,sadness
i would not mind if it did not you know threaten my job when i disagree puts a damper on things,sadness
included for maximum sadness,sadness
i feel for the conductor tonight he is obviously taken grief over the last few weeks he sounds weary of apologising,sadness
can not wait to go to work tomorrow with a high as fuck fever sarcasm nhopefully i will feel better tomorrow nbut i doubt it pessimism,sadness
author twitter might be the most depressing thing i have ever seen,sadness
of stayed in dubai,sadness
those day when u still did nt know kpop n thinking about how sad your life was without it kpop fan,sadness
for inconsolable oxford academics brussels should just ignore the brexit vote and tell the uk it can not leave the eu ever wah,sadness
app just randomly logged me out as i was writing the last part of my college essay and lost all of it,sadness
rather laugh with the rarest genius in beautiful alliance with his own being where he kept his sadness melancholy,sadness
depressing how despicable trump with no policies campaigning on bigotry amp rancour can be so close evil immoral disaster,sadness
feel like i am drowning depression anxiety falure worthless,fear
get so nervous even thinking about talking to i wanna die,fear
lost my blinders panic,fear
feel like i am drowning depression falure worthless,fear
is the scariest american horror story out of all of them i am gonna have to watch in the daytime frightened,fear
i nearly started crying and having a full on panic attack after tatinof bc of the crowds so i feel him,fear
have to finally tell my therapist about my sexuality last frontier not sure i can do it in the am fear singlegirlproblems,fear
i do not think i have ever moved so fast in a panic in all my life gave me such a fright,fear
bus was in a car crash i am still shaking a bit this week was an absolute horror and this was the icing on the cake terrible,fear
bus was in a car crash i am still shaking a bit this week was an absolute horror and this was the icing on the cake,fear
is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,fear
anxiety is rising tonight and i am not sure why sometimes i wonder if i am a magnet for any free floating anxiety in the universe,fear
not a nervouswreck im a nervous pileup goingcrazy helpme insane antisocial,fear
panic attack from fear of starting new medication,fear
interview in the afternoon nervous ek,fear
am beyond mad that i lost track of a brown spider in my brown carpet where did you go will be sneaking up on me,fear
level,fear
just woke up frm a fucking nightmare,fear
get so much pussy np panic attacks nu uncontrollable anxiety ns suicidal fantasies ns sadness ny yearning for death,fear
properly for the first time on saturday pretty nervous,fear
i am surrounded by those trump voters you are right it is fucking terrifying redstate despair,fear
broken tooth for so long now have abscess need dentist but fear makes it hard for me to and still can not go to dentist,fear
we are in so much trouble i do not think the rev will see the funny side of our project nervous,fear
crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,fear
been really lonely and your phone keeps blowing up but you just can t pick it up and respond to people anxiety recluse issues,fear
shitting it about this tattoo nervous,fear
out in hives for the first time since college finals anxiety sucks,fear
youtube ni get sick to my stomach everytime i see this video amp for the helicopter crew to make such comments is revolting,fear
am beyond mad that i lost track of a brown spider in my brown carpet where did you go will be sneaking up on me frightened,fear
minutes to perform and i am nervous i wish these noises would stop handicapped annoyed,fear
hate when people say i need to talk to you or we need to talk my anxiety immediately goes up,fear
replied to my comments times now i am shaking omg,fear
stuck in the roof of your house provides amazing view but sheer terror of falling down kinda like life,fear
want saturday to be over but then again i want to do good lsat nervous,fear
not a nervouswreck im a pileup goingcrazy helpme insane antisocial,fear
was literally shaking getting the ekg done lol,fear
thanks ryan amp brad for scary the shit out of us in the first episode do not think my heart will make it through the horrific,fear
operation echoes is gathering momentum tense nervous feelsick excited,fear
okay that jump scared the poop out of me right there bad dog bad total code brown in my favorite pants damnit,fear
i fear for the future of mankind,fear
day of college feeling nervous,fear
might have hysteria i do not kno if it is just anxiety or both need a diagnosis cuz somethin is messed up need ert bu i nvr come out,fear
you made me cry and shake to the point where my parents had to calm me down and give me calming tablets,fear
get some acupuncture today for all my damn anxiety,fear
distraction what is really going on selection election syria terrorism race riots nodapl rape,fear
it would be great but what if the card crashes it is happened to me twice nightmare,fear
now im feeling the worry,fear
feeling you get when you know the information but scared you might do bad on a test collegelife nervous,fear
had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,fear
americans are worried about arab terrorists black americans are fearful of a terrorist in a police uniform on a daily basis,fear
was horrible and it was only half a day,fear
weekly riots and terror attacks dead syrians jews fleeing persecution in europe christian genocide in me,fear
news fam life is still hard and awful depression anxiety atleastihavebuffy,fear
fucking hell mate absolute nightmare,fear
i am surrounded by those trump voters you are right it is fucking terrifying redstate,fear
long fear of havin a shit and a spider crawls up ya bum,fear
a shamefull unequal dangerous and worrying world we live in nowadays terrifying charlotte terrorism shitworldforourkids,fear
thanks ryan amp brad for scary the shit out of us in the first episode do not think my heart will make it through the,fear
start work tmrw yall i am nervous lol,fear
do not know what make pakistan fear more their terrorist or their terrorism terrorstatepak,fear
if this ban goes through it will harm so many people disabled veterans people who have chronicpain anxiety iamkratom,fear
i could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence,fear
had a panic attack when i could not find katrinalaw on twitter turns out my twitter is a jerk i can still see her nyssaalghul panic,fear
this is getting out of hand i am freaked out by this death and i am god mommagrendel intimidation,fear
when all of your devices and teles fail just in time for bake off panic gbbo,fear
like i have had the worst night of sleep ever not great before the london to brighton cycle ride for dmtfyp,fear
you think humans have the sense for recognizing impending doom anxiety,fear
have to finally tell my therapist about my sexuality last frontier not sure i can do it in the am singlegirlproblems,fear
literally shaking bc im nervous and bc its fucking cold oh how i love life,fear
feel horrible i have accounting today but physically and mentally am not okay,fear
nlikewise death cutting despair,fear
am about to be a coward and i feel terrible but i can not even face this,fear
okay that jump scared the poop out of me right there bad dog bad total code brown in my favorite pants damnit horror,fear
bbcnews i would rather leave my child with borisjohnson shudder,fear
is this a bridge if i have to drive on such i will stop breathing yooo i can not i am to afraid,fear
roommate talks and laughs in her sleep it never fails to scare the shit out of me,fear
had a dream that i dropped my iphone and it broke t t cry,fear
just deleted my save file trying to load it up now i have to start all over again i am going to freaking kill someone pray for me,fear
omg that is just horrific something needs to be done,fear
getting so nervous for my first anatomy exam,fear
the fact that youre nervous makes me want to crawl in a hole,fear
nothing like a good old fashioned panic induced cry on your living room floor,fear
u scared to present in front of the class severe anxiety whats that r u sad sometimes go get ur depression checked out imediately,fear
this is getting out of hand i am freaked out by this death and i am god mommagrendel,fear
bangladesh war us almost bombed us had russia not been there what strategy for china on pakistan time ripe to crush terror camps,fear
have another test tonight nervous,fear
thedailyshow jordanklepper these interviews scare the crap out of me i never imagined so many dumb dumb americans,fear
believe how nervous i feel tonight who feels the same mufc,fear
was there a clown in your neighborhood creepy enoughisenough,fear
was there a clown in your neighborhood nightmare creepy enoughisenough,fear
hell pam calm yourself down but could have sworn something black amp hairy just ran across the carpet perilsoflivingalone,fear
was so posh it frightened me i am still scared,fear
wake of fresh terror threat and sounding of alert in mumbai praying for safety amp security of everybody in the city maharashtra news,fear
by nightmare could not sleep any more so took a useallthehotwatershower now i have time to read,fear
ughh i just want all this to be over it is like a nightmare can we all just get along,fear
seem to alternate between isleep full and sleepless nights tonight is a sleepless one insomnia anxiety notfair,fear
carr makes me want to cry and cry shiver,fear
my dream they were trying to steal my kidney nightmare blackmarket whydidiwatchthat,fear
carr makes me want to cry and cry shiver awful,fear
forced into a fake hug by someone who didn t flinch to get litigious with you in the past awful,fear
it pisses me off more they killed people who surrendered hands up and all if hands visible you should not be fearing for your life,fear
hands start shaking and he says i hope i die like right now,fear
dread this drive every wednesday,fear
country that gave safe house to osama bin laden is dangerous if not contained pakistan is a terror heaven declare so bankimoon amdg,fear
samheughan can send me good luck on my job interview tomorrow nervous,fear
that is what i am afraid of,fear
not pumped for this interview nervous,fear
amityaffliction kind of drive home from work today nightmare dailyfeels,fear
scared that my coworkers are going to submit me to one of those wardrobe makeover shows fear fashion,fear
you wake up scroll through social media and another father was taken from his child nightmare everyday keithlamontscott,fear
my names anxiety and i have shaun,fear
suffered a bit at times of stress always a bit shy about years ago aged i was made redundant that is when it started,fear
data stolen in and only now do you tell us,fear
dread math,fear
i could pop round nightmare,fear
i am very shy irl and lately i feel like everyone is doing their own thing and i do not fit in anywhere and i feel lonely,fear
do you ever stop being afraid of someone that you live with,fear
i despair at this madness it is beyond shocking it is cold blooded murder how long will southafrica stand by amp watch worldrhinoday,fear
my dream they were trying to steal my kidney blackmarket whydidiwatchthat,fear
she goes first she gets her book signed amp i can barely take their picture cuz i am shaking,fear
had to reverse half way up the woods to collect the dog n i have never even reverse parked in my life nightmare,fear
distraction what is really going on selection election syria race riots nodapl rape,fear
this is flipping great flipping standstill on the freeway anxiety stepofftheledge youvegottobekiddingme,fear
you arrive at the office the day before your first ever festival and the internet is down panic,fear
